-1.99988079071, -9.63945382074e-23, -9.78006852058e-23
-1.99963665009, -1.01535940724e-22, -1.24837302679e-22
-1.99939250946, -1.02736220022e-22, -1.50760577085e-22
-1.99914836884, -1.00272968628e-22, -1.76135133794e-22
-1.99890422821, -9.4751693666e-23, -2.00875916585e-22
-1.99866008759, -8.71723531849e-23, -2.24239593082e-22
-1.99841594696, -7.8961802811e-23, -2.44911586381e-22
-1.99817180634, -7.18589380368e-23, -2.61166163824e-22
-1.99792766571, -6.75847750757e-23, -2.71175455911e-22
-1.99768352509, -6.74308597328e-23, -2.73408313746e-22
-1.99743938446, -7.19492689976e-23, -2.66919008408e-22
-1.99719524384, -8.07823304404e-23, -2.51461608274e-22
-1.99695110321, -9.26142157717e-23, -2.27547595515e-22
-1.99670696259, -1.05324075669e-22, -1.96482189381e-22
-1.99646282196, -1.16408338708e-22, -1.60275647476e-22
-1.99621868134, -1.23543546732e-22, -1.21430946771e-22
-1.99597454071, -1.25063807352e-22, -8.27501377568e-23
-1.99573040009, -1.20262152826e-22, -4.71793752179e-23
-1.99548625946, -1.09534214504e-22, -1.7552803905e-23
-1.99524211884, -9.43132039188e-23, 3.78047027417e-24
-1.99499797821, -7.67281398381e-23, 1.52744780553e-23
-1.99475383759, -5.90910834337e-23, 1.6364514297e-23
-1.99450969696, -4.34376408336e-23, 7.5851585497e-24
-1.99426555634, -3.12209913596e-23, -9.37407652473e-24
-1.99402141571, -2.31124621551e-23, -3.18120158965e-23
-1.99377727509, -1.89182200202e-23, -5.63653649201e-23
-1.99353313446, -1.76996630414e-23, -7.9393300435e-23
-1.99328899384, -1.80632615911e-23, -9.7329033641e-23
-1.99304485321, -1.84550444716e-23, -1.07093125348e-22
-1.99280071259, -1.7390224331e-23, -1.06542077584e-22
-1.99255657196, -1.36882233552e-23, -9.47506837295e-23
-1.99231243134, -6.71620444011e-24, -7.20576658946e-23
-1.99206829071, 3.48271068654e-24, -4.00084308458e-23
-1.99182415009, 1.62285359102e-23, -1.22956952758e-24
-1.99158000946, 3.03151710393e-23, 4.09024999506e-23
-1.99133586884, 4.41417180783e-23, 8.27922812604e-23
-1.99109172821, 5.59408671661e-23, 1.21122815264e-22
-1.99084758759, 6.41194902311e-23, 1.53191679288e-22
-1.99060344696, 6.75728874959e-23, 1.77173929778e-22
-1.99035930634, 6.58631376889e-23, 1.92319760354e-22
-1.99011516571, 5.92990525085e-23, 1.98924556212e-22
-1.98987102509, 4.89491376701e-23, 1.98052554927e-22
-1.98962688446, 3.64974331422e-23, 1.91232736861e-22
-1.98938274384, 2.38978186334e-23, 1.80248985712e-22
-1.98913860321, 1.29740395957e-23, 1.66916750851e-22
-1.98889446259, 5.13757875173e-24, 1.52811957664e-22
-1.98865032196, 1.23139533748e-24, 1.39114204636e-22
-1.98840618134, 1.44755960381e-24, 1.26622681217e-22
-1.98816204071, 5.36231416409e-24, 1.15789188758e-22
-1.98791790009, 1.21329768401e-23, 1.06710411085e-22
-1.98767375946, 2.07552628859e-23, 9.92257178224e-23
-1.98742961884, 3.02399849526e-23, 9.31394222818e-23
-1.98718547821, 3.97140727603e-23, 8.83446298273e-23
-1.98694133759, 4.85215521097e-23, 8.47415165173e-23
-1.98669719696, 5.62863991827e-23, 8.21173184794e-23
-1.98645305634, 6.28525321035e-23, 8.01014426199e-23
-1.98620891571, 6.81561559021e-23, 7.8095494629e-23
-1.98596477509, 7.21670500562e-23, 7.51665738056e-23
-1.98572063446, 7.49079852362e-23, 7.01023613726e-23
-1.98547649384, 7.6448648115e-23, 6.16983037295e-23
-1.98523235321, 7.68587173195e-23, 4.90741920669e-23
-1.98498821259, 7.61998263264e-23, 3.18794018945e-23
-1.98474407196, 7.45443438099e-23, 1.04676664163e-23
-1.98449993134, 7.19206946076e-23, -1.39611399071e-23
-1.98425579071, 6.81977878517e-23, -3.94545292201e-23
-1.98401165009, 6.30470710918e-23, -6.36897235025e-23
-1.98376750946, 5.60371687234e-23, -8.44131523965e-23
-1.98352336884, 4.67717625088e-23, -9.97850825472e-23
-1.98327922821, 3.50174058265e-23, -1.08725473653e-22
-1.98303508759, 2.08742564964e-23, -1.11260593142e-22
-1.98279094696, 4.97330081223e-24, -1.0861973839e-22
-1.98254680634, -1.14535346138e-23, -1.02958783453e-22
-1.98230266571, -2.67222511039e-23, -9.6908904227e-23
-1.98205852509, -3.89833732848e-23, -9.31166349767e-23
-1.98181438446, -4.65480443431e-23, -9.37128658625e-23
-1.98157024384, -4.82501462844e-23, -9.97475519517e-23
-1.98132610321, -4.38090801248e-23, -1.10878505412e-22
-1.98108196259, -3.40337425106e-23, -1.25470634689e-22
-1.98083782196, -2.0745978644e-23, -1.40923404859e-22
-1.98059368134, -6.48482943174e-24, -1.54062416087e-22
-1.98034954071, 5.89604511269e-24, -1.61662609442e-22
-1.98010540009, 1.371692074e-23, -1.61075249799e-22
-1.97986125946, 1.50024870992e-23, -1.50673375478e-22
-1.97961711884, 8.87403862677e-24, -1.29964406025e-22
-1.97937297821, -4.35488604329e-24, -9.95610802244e-23
-1.97912883759, -2.33338742528e-23, -6.11550819763e-23
-1.97888469696, -4.59450444931e-23, -1.73500071266e-23
-1.97864055634, -6.96576434749e-23, 2.87202932281e-23
-1.97839641571, -9.19723965591e-23, 7.376814004e-23
-1.97815227509, -1.10823751294e-22, 1.14576259066e-22
-1.97790813446, -1.24775854614e-22, 1.48224633071e-22
-1.97766399384, -1.33024816955e-22, 1.72406609904e-22
-1.97741985321, -1.3533782844e-22, 1.85622994083e-22
-1.97717571259, -1.31965672765e-22, 1.87129756222e-22
-1.97693157196, -1.23477423993e-22, 1.76855529598e-22
-1.97668743134, -1.10564529404e-22, 1.55463090515e-22
-1.97644329071, -9.39510692883e-23, 1.24401052146e-22
-1.97619915009, -7.44294114925e-23, 8.58067955654e-23
-1.97595500946, -5.29035813532e-23, 4.2402535363e-23
-1.97571086884, -3.03809161393e-23, -2.53029107671e-24
-1.97546672821, -7.95707098698e-24, -4.53077443102e-23
-1.97522258759, 1.32088199065e-23, -8.22575219748e-23
-1.97497844696, 3.20114258774e-23, -1.10166965849e-22
-1.97473430634, 4.76036120146e-23, -1.26569635844e-22
-1.97449016571, 5.95477665703e-23, -1.29990440563e-22
-1.97424602509, 6.78304452436e-23, -1.20225607201e-22
-1.97400188446, 7.28048059944e-23, -9.84241507048e-23
-1.97375774384, 7.51142609161e-23, -6.68232792543e-23
-1.97351360321, 7.55515630387e-23, -2.83778890266e-23
-1.97326946259, 7.48452411884e-23, 1.34831673526e-23
-1.97302532196, 7.34839240078e-23, 5.50965437198e-23
-1.97278118134, 7.16658935554e-23, 9.29367596609e-23
-1.97253704071, 6.93246393045e-23, 1.23948488399e-22
-1.97229290009, 6.61676764777e-23, 1.45689588931e-22
-1.97204875946, 6.17701559525e-23, 1.56463054366e-22
-1.97180461884, 5.57466532289e-23, 1.55577900692e-22
-1.97156047821, 4.78928120058e-23, 1.43515947665e-22
-1.97131633759, 3.81946623872e-23, 1.21798355005e-22
-1.97107219696, 2.67603735548e-23, 9.27283018623e-23
-1.97082805634, 1.37842033024e-23, 5.92162073334e-23
-1.97058391571, -4.59687740922e-25, 2.45498400788e-23
-1.97033977509, -1.56432664741e-23, -8.04397554236e-24
-1.97009563446, -3.1378308974e-23, -3.58531575883e-23
-1.96985149384, -4.71044480735e-23, -5.69385790294e-23
-1.96960735321, -6.19385310846e-23, -7.03227120112e-23
-1.96936321259, -7.46176892122e-23, -7.62340679279e-23
-1.96911907196, -8.35629572531e-23, -7.61754231061e-23
-1.96887493134, -8.70165476244e-23, -7.25861974463e-23
-1.96863079071, -8.32729053472e-23, -6.82740210264e-23
-1.96838665009, -7.10510102265e-23, -6.58781618969e-23
-1.96814250946, -4.99185306034e-23, -6.73255090168e-23
-1.96789836884, -2.05798054367e-23, -7.32399514412e-23
-1.96765422821, 1.5052505964e-23, -8.26178097745e-23
-1.96741008759, 5.3963048771e-23, -9.30594268189e-23
-1.96716594696, 9.23252565756e-23, -1.01379410486e-22
-1.96692180634, 1.26031403718e-22, -1.04263131916e-22
-1.96667766571, 1.51381666936e-22, -9.89405262134e-23
-1.96643352509, 1.6570598613e-22, -8.39107384887e-23
-1.96618938446, 1.67754944862e-22, -5.94383528807e-23
-1.96594524384, 1.57851892625e-22, -2.7543691281e-23
-1.96570110321, 1.37804610173e-22, 8.35871203701e-24
-1.96545696259, 1.10518194537e-22, 4.38903410536e-23
